,receptor,pathway,tf,tf_PPR,category,subcategory
34,Egfr,EGFR tyrosine kinase inhibitor resistance,Mapk1,0.046135966,Human Diseases,Drug resistance: antineoplastic
35,Egfr,EGFR tyrosine kinase inhibitor resistance,Mapk3,0.046135966,Human Diseases,Drug resistance: antineoplastic
36,Egfr,EGFR tyrosine kinase inhibitor resistance,Sos1,0.031979251,Human Diseases,Drug resistance: antineoplastic
37,Egfr,EGFR tyrosine kinase inhibitor resistance,Sos2,0.031979251,Human Diseases,Drug resistance: antineoplastic
38,Egfr,EGFR tyrosine kinase inhibitor resistance,Stat3,0.035125776,Human Diseases,Drug resistance: antineoplastic
39,Egfr,EGFR tyrosine kinase inhibitor resistance,Raf1,0.05842164,Human Diseases,Drug resistance: antineoplastic
40,Erbb3,EGFR tyrosine kinase inhibitor resistance,Akt1,0.031249497,Human Diseases,Drug resistance: antineoplastic
41,Erbb3,EGFR tyrosine kinase inhibitor resistance,Foxo3,0.01081719,Human Diseases,Drug resistance: antineoplastic
42,Erbb3,EGFR tyrosine kinase inhibitor resistance,Mapk1,0.042675768,Human Diseases,Drug resistance: antineoplastic
43,Erbb3,EGFR tyrosine kinase inhibitor resistance,Mapk3,0.042675768,Human Diseases,Drug resistance: antineoplastic
44,Erbb3,EGFR tyrosine kinase inhibitor resistance,Sos1,0.029580807,Human Diseases,Drug resistance: antineoplastic
45,Erbb3,EGFR tyrosine kinase inhibitor resistance,Sos2,0.029580807,Human Diseases,Drug resistance: antineoplastic
46,Erbb3,EGFR tyrosine kinase inhibitor resistance,Stat3,0.032491343,Human Diseases,Drug resistance: antineoplastic
47,Erbb3,EGFR tyrosine kinase inhibitor resistance,Raf1,0.054040017,Human Diseases,Drug resistance: antineoplastic
48,Erbb2,EGFR tyrosine kinase inhibitor resistance,Akt1,0.03378324,Human Diseases,Drug resistance: antineoplastic
49,Erbb2,EGFR tyrosine kinase inhibitor resistance,Foxo3,0.011694259,Human Diseases,Drug resistance: antineoplastic
50,Erbb2,EGFR tyrosine kinase inhibitor resistance,Mapk1,0.046135966,Human Diseases,Drug resistance: antineoplastic
51,Erbb2,EGFR tyrosine kinase inhibitor resistance,Mapk3,0.046135966,Human Diseases,Drug resistance: antineoplastic
52,Erbb2,EGFR tyrosine kinase inhibitor resistance,Sos1,0.031979251,Human Diseases,Drug resistance: antineoplastic
53,Erbb2,EGFR tyrosine kinase inhibitor resistance,Sos2,0.031979251,Human Diseases,Drug resistance: antineoplastic
54,Erbb2,EGFR tyrosine kinase inhibitor resistance,Stat3,0.035125776,Human Diseases,Drug resistance: antineoplastic
55,Erbb2,EGFR tyrosine kinase inhibitor resistance,Raf1,0.05842164,Human Diseases,Drug resistance: antineoplastic
56,Igf1r,EGFR tyrosine kinase inhibitor resistance,Akt1,0.036126953,Human Diseases,Drug resistance: antineoplastic
57,Igf1r,EGFR tyrosine kinase inhibitor resistance,Foxo3,0.012505548,Human Diseases,Drug resistance: antineoplastic
58,Igf1r,EGFR tyrosine kinase inhibitor resistance,Mapk1,0.049336648,Human Diseases,Drug resistance: antineoplastic
59,Igf1r,EGFR tyrosine kinase inhibitor resistance,Mapk3,0.049336648,Human Diseases,Drug resistance: antineoplastic
60,Igf1r,EGFR tyrosine kinase inhibitor resistance,Sos1,0.034197811,Human Diseases,Drug resistance: antineoplastic
61,Igf1r,EGFR tyrosine kinase inhibitor resistance,Sos2,0.034197811,Human Diseases,Drug resistance: antineoplastic
62,Igf1r,EGFR tyrosine kinase inhibitor resistance,Stat3,0.037562627,Human Diseases,Drug resistance: antineoplastic
63,Igf1r,EGFR tyrosine kinase inhibitor resistance,Raf1,0.062474642,Human Diseases,Drug resistance: antineoplastic
64,Igf2r,EGFR tyrosine kinase inhibitor resistance,Akt1,0.036126953,Human Diseases,Drug resistance: antineoplastic
65,Igf2r,EGFR tyrosine kinase inhibitor resistance,Foxo3,0.012505548,Human Diseases,Drug resistance: antineoplastic
66,Igf2r,EGFR tyrosine kinase inhibitor resistance,Mapk1,0.049336648,Human Diseases,Drug resistance: antineoplastic
67,Igf2r,EGFR tyrosine kinase inhibitor resistance,Mapk3,0.049336648,Human Diseases,Drug resistance: antineoplastic
68,Igf2r,EGFR tyrosine kinase inhibitor resistance,Sos1,0.034197811,Human Diseases,Drug resistance: antineoplastic
69,Igf2r,EGFR tyrosine kinase inhibitor resistance,Sos2,0.034197811,Human Diseases,Drug resistance: antineoplastic
70,Igf2r,EGFR tyrosine kinase inhibitor resistance,Stat3,0.037562627,Human Diseases,Drug resistance: antineoplastic
71,Igf2r,EGFR tyrosine kinase inhibitor resistance,Raf1,0.062474642,Human Diseases,Drug resistance: antineoplastic
72,Kdr,EGFR tyrosine kinase inhibitor resistance,Akt1,0.036126953,Human Diseases,Drug resistance: antineoplastic
73,Kdr,EGFR tyrosine kinase inhibitor resistance,Foxo3,0.012505548,Human Diseases,Drug resistance: antineoplastic
74,Kdr,EGFR tyrosine kinase inhibitor resistance,Mapk1,0.049336648,Human Diseases,Drug resistance: antineoplastic
75,Kdr,EGFR tyrosine kinase inhibitor resistance,Mapk3,0.049336648,Human Diseases,Drug resistance: antineoplastic
76,Kdr,EGFR tyrosine kinase inhibitor resistance,Sos1,0.034197811,Human Diseases,Drug resistance: antineoplastic
77,Kdr,EGFR tyrosine kinase inhibitor resistance,Sos2,0.034197811,Human Diseases,Drug resistance: antineoplastic
78,Kdr,EGFR tyrosine kinase inhibitor resistance,Stat3,0.037562627,Human Diseases,Drug resistance: antineoplastic
79,Kdr,EGFR tyrosine kinase inhibitor resistance,Raf1,0.062474642,Human Diseases,Drug resistance: antineoplastic
80,Met,EGFR tyrosine kinase inhibitor resistance,Akt1,0.03378324,Human Diseases,Drug resistance: antineoplastic
81,Met,EGFR tyrosine kinase inhibitor resistance,Foxo3,0.011694259,Human Diseases,Drug resistance: antineoplastic
82,Met,EGFR tyrosine kinase inhibitor resistance,Mapk1,0.046135966,Human Diseases,Drug resistance: antineoplastic
83,Met,EGFR tyrosine kinase inhibitor resistance,Mapk3,0.046135966,Human Diseases,Drug resistance: antineoplastic
84,Met,EGFR tyrosine kinase inhibitor resistance,Sos1,0.031979251,Human Diseases,Drug resistance: antineoplastic
85,Met,EGFR tyrosine kinase inhibitor resistance,Sos2,0.031979251,Human Diseases,Drug resistance: antineoplastic
86,Met,EGFR tyrosine kinase inhibitor resistance,Stat3,0.035125776,Human Diseases,Drug resistance: antineoplastic
87,Met,EGFR tyrosine kinase inhibitor resistance,Raf1,0.05842164,Human Diseases,Drug resistance: antineoplastic
88,Fgfr1,EGFR tyrosine kinase inhibitor resistance,Akt1,0.036126953,Human Diseases,Drug resistance: antineoplastic
89,Fgfr1,EGFR tyrosine kinase inhibitor resistance,Foxo3,0.012505548,Human Diseases,Drug resistance: antineoplastic
90,Fgfr1,EGFR tyrosine kinase inhibitor resistance,Mapk1,0.049336648,Human Diseases,Drug resistance: antineoplastic
91,Fgfr1,EGFR tyrosine kinase inhibitor resistance,Mapk3,0.049336648,Human Diseases,Drug resistance: antineoplastic
92,Fgfr1,EGFR tyrosine kinase inhibitor resistance,Sos1,0.034197811,Human Diseases,Drug resistance: antineoplastic
93,Fgfr1,EGFR tyrosine kinase inhibitor resistance,Sos2,0.034197811,Human Diseases,Drug resistance: antineoplastic
94,Fgfr1,EGFR tyrosine kinase inhibitor resistance,Stat3,0.037562627,Human Diseases,Drug resistance: antineoplastic
95,Fgfr1,EGFR tyrosine kinase inhibitor resistance,Raf1,0.062474642,Human Diseases,Drug resistance: antineoplastic
88,Fgfr2,EGFR tyrosine kinase inhibitor resistance,Akt1,0.036126953,Human Diseases,Drug resistance: antineoplastic
89,Fgfr2,EGFR tyrosine kinase inhibitor resistance,Foxo3,0.012505548,Human Diseases,Drug resistance: antineoplastic
90,Fgfr2,EGFR tyrosine kinase inhibitor resistance,Mapk1,0.049336648,Human Diseases,Drug resistance: antineoplastic
91,Fgfr2,EGFR tyrosine kinase inhibitor resistance,Mapk3,0.049336648,Human Diseases,Drug resistance: antineoplastic
92,Fgfr2,EGFR tyrosine kinase inhibitor resistance,Sos1,0.034197811,Human Diseases,Drug resistance: antineoplastic
93,Fgfr2,EGFR tyrosine kinase inhibitor resistance,Sos2,0.034197811,Human Diseases,Drug resistance: antineoplastic
94,Fgfr2,EGFR tyrosine kinase inhibitor resistance,Stat3,0.037562627,Human Diseases,Drug resistance: antineoplastic
95,Fgfr2,EGFR tyrosine kinase inhibitor resistance,Raf1,0.062474642,Human Diseases,Drug resistance: antineoplastic
96,Fgfr3,EGFR tyrosine kinase inhibitor resistance,Akt1,0.036126953,Human Diseases,Drug resistance: antineoplastic
97,Fgfr3,EGFR tyrosine kinase inhibitor resistance,Foxo3,0.012505548,Human Diseases,Drug resistance: antineoplastic
98,Fgfr3,EGFR tyrosine kinase inhibitor resistance,Mapk1,0.049336648,Human Diseases,Drug resistance: antineoplastic
99,Fgfr3,EGFR tyrosine kinase inhibitor resistance,Mapk3,0.049336648,Human Diseases,Drug resistance: antineoplastic
100,Fgfr3,EGFR tyrosine kinase inhibitor resistance,Sos1,0.034197811,Human Diseases,Drug resistance: antineoplastic
101,Fgfr3,EGFR tyrosine kinase inhibitor resistance,Sos2,0.034197811,Human Diseases,Drug resistance: antineoplastic
102,Fgfr3,EGFR tyrosine kinase inhibitor resistance,Stat3,0.037562627,Human Diseases,Drug resistance: antineoplastic
103,Fgfr3,EGFR tyrosine kinase inhibitor resistance,Raf1,0.062474642,Human Diseases,Drug resistance: antineoplastic
104,Pdgfrb,EGFR tyrosine kinase inhibitor resistance,Akt1,0.036126953,Human Diseases,Drug resistance: antineoplastic
105,Pdgfrb,EGFR tyrosine kinase inhibitor resistance,Foxo3,0.012505548,Human Diseases,Drug resistance: antineoplastic
106,Pdgfrb,EGFR tyrosine kinase inhibitor resistance,Mapk1,0.049336648,Human Diseases,Drug resistance: antineoplastic
107,Pdgfrb,EGFR tyrosine kinase inhibitor resistance,Mapk3,0.049336648,Human Diseases,Drug resistance: antineoplastic
108,Pdgfrb,EGFR tyrosine kinase inhibitor resistance,Sos1,0.034197811,Human Diseases,Drug resistance: antineoplastic
109,Pdgfrb,EGFR tyrosine kinase inhibitor resistance,Sos2,0.034197811,Human Diseases,Drug resistance: antineoplastic
110,Pdgfrb,EGFR tyrosine kinase inhibitor resistance,Stat3,0.037562627,Human Diseases,Drug resistance: antineoplastic
111,Pdgfrb,EGFR tyrosine kinase inhibitor resistance,Raf1,0.062474642,Human Diseases,Drug resistance: antineoplastic
112,Pdgfra,EGFR tyrosine kinase inhibitor resistance,Akt1,0.036126953,Human Diseases,Drug resistance: antineoplastic
113,Pdgfra,EGFR tyrosine kinase inhibitor resistance,Foxo3,0.012505548,Human Diseases,Drug resistance: antineoplastic
114,Pdgfra,EGFR tyrosine kinase inhibitor resistance,Mapk1,0.049336648,Human Diseases,Drug resistance: antineoplastic
115,Pdgfra,EGFR tyrosine kinase inhibitor resistance,Mapk3,0.049336648,Human Diseases,Drug resistance: antineoplastic
116,Pdgfra,EGFR tyrosine kinase inhibitor resistance,Sos1,0.034197811,Human Diseases,Drug resistance: antineoplastic
117,Pdgfra,EGFR tyrosine kinase inhibitor resistance,Sos2,0.034197811,Human Diseases,Drug resistance: antineoplastic
118,Pdgfra,EGFR tyrosine kinase inhibitor resistance,Stat3,0.037562627,Human Diseases,Drug resistance: antineoplastic
119,Pdgfra,EGFR tyrosine kinase inhibitor resistance,Raf1,0.062474642,Human Diseases,Drug resistance: antineoplastic
120,Flt1_Kdr,EGFR tyrosine kinase inhibitor resistance,Akt1,0.036126953,Human Diseases,Drug resistance: antineoplastic
121,Flt1,EGFR tyrosine kinase inhibitor resistance,Akt1,0.036126953,Human Diseases,Drug resistance: antineoplastic
122,Flt1_Kdr,EGFR tyrosine kinase inhibitor resistance,Foxo3,0.012505548,Human Diseases,Drug resistance: antineoplastic
123,Flt1,EGFR tyrosine kinase inhibitor resistance,Foxo3,0.012505548,Human Diseases,Drug resistance: antineoplastic
124,Flt1_Kdr,EGFR tyrosine kinase inhibitor resistance,Mapk1,0.049336648,Human Diseases,Drug resistance: antineoplastic
125,Flt1,EGFR tyrosine kinase inhibitor resistance,Mapk1,0.049336648,Human Diseases,Drug resistance: antineoplastic
126,Flt1_Kdr,EGFR tyrosine kinase inhibitor resistance,Mapk3,0.049336648,Human Diseases,Drug resistance: antineoplastic
127,Flt1,EGFR tyrosine kinase inhibitor resistance,Mapk3,0.049336648,Human Diseases,Drug resistance: antineoplastic
128,Flt1_Kdr,EGFR tyrosine kinase inhibitor resistance,Sos1,0.034197811,Human Diseases,Drug resistance: antineoplastic
129,Flt1,EGFR tyrosine kinase inhibitor resistance,Sos1,0.034197811,Human Diseases,Drug resistance: antineoplastic
130,Flt1_Kdr,EGFR tyrosine kinase inhibitor resistance,Sos2,0.034197811,Human Diseases,Drug resistance: antineoplastic
131,Flt1,EGFR tyrosine kinase inhibitor resistance,Sos2,0.034197811,Human Diseases,Drug resistance: antineoplastic
132,Flt1_Kdr,EGFR tyrosine kinase inhibitor resistance,Stat3,0.037562627,Human Diseases,Drug resistance: antineoplastic
133,Flt1,EGFR tyrosine kinase inhibitor resistance,Stat3,0.037562627,Human Diseases,Drug resistance: antineoplastic
134,Flt1_Kdr,EGFR tyrosine kinase inhibitor resistance,Raf1,0.062474642,Human Diseases,Drug resistance: antineoplastic
135,Flt1,EGFR tyrosine kinase inhibitor resistance,Raf1,0.062474642,Human Diseases,Drug resistance: antineoplastic
136,Il6ra_Il6st,EGFR tyrosine kinase inhibitor resistance,Akt1,0.036126953,Human Diseases,Drug resistance: antineoplastic
137,Il6ra,EGFR tyrosine kinase inhibitor resistance,Akt1,0.036126953,Human Diseases,Drug resistance: antineoplastic
138,Il6st,EGFR tyrosine kinase inhibitor resistance,Akt1,0.036126953,Human Diseases,Drug resistance: antineoplastic
139,Il6ra_Il6st,EGFR tyrosine kinase inhibitor resistance,Foxo3,0.012505548,Human Diseases,Drug resistance: antineoplastic
140,Il6ra,EGFR tyrosine kinase inhibitor resistance,Foxo3,0.012505548,Human Diseases,Drug resistance: antineoplastic
141,Il6st,EGFR tyrosine kinase inhibitor resistance,Foxo3,0.012505548,Human Diseases,Drug resistance: antineoplastic
142,Il6ra_Il6st,EGFR tyrosine kinase inhibitor resistance,Mapk1,0.049336648,Human Diseases,Drug resistance: antineoplastic
143,Il6ra,EGFR tyrosine kinase inhibitor resistance,Mapk1,0.049336648,Human Diseases,Drug resistance: antineoplastic
144,Il6st,EGFR tyrosine kinase inhibitor resistance,Mapk1,0.049336648,Human Diseases,Drug resistance: antineoplastic
145,Il6ra_Il6st,EGFR tyrosine kinase inhibitor resistance,Mapk3,0.049336648,Human Diseases,Drug resistance: antineoplastic
146,Il6ra,EGFR tyrosine kinase inhibitor resistance,Mapk3,0.049336648,Human Diseases,Drug resistance: antineoplastic
147,Il6st,EGFR tyrosine kinase inhibitor resistance,Mapk3,0.049336648,Human Diseases,Drug resistance: antineoplastic
148,Il6ra_Il6st,EGFR tyrosine kinase inhibitor resistance,Sos1,0.034197811,Human Diseases,Drug resistance: antineoplastic
149,Il6ra,EGFR tyrosine kinase inhibitor resistance,Sos1,0.034197811,Human Diseases,Drug resistance: antineoplastic
150,Il6st,EGFR tyrosine kinase inhibitor resistance,Sos1,0.034197811,Human Diseases,Drug resistance: antineoplastic
151,Il6ra_Il6st,EGFR tyrosine kinase inhibitor resistance,Sos2,0.034197811,Human Diseases,Drug resistance: antineoplastic
152,Il6ra,EGFR tyrosine kinase inhibitor resistance,Sos2,0.034197811,Human Diseases,Drug resistance: antineoplastic
153,Il6st,EGFR tyrosine kinase inhibitor resistance,Sos2,0.034197811,Human Diseases,Drug resistance: antineoplastic
154,Il6ra_Il6st,EGFR tyrosine kinase inhibitor resistance,Stat3,0.037562627,Human Diseases,Drug resistance: antineoplastic
155,Il6ra,EGFR tyrosine kinase inhibitor resistance,Stat3,0.037562627,Human Diseases,Drug resistance: antineoplastic
156,Il6st,EGFR tyrosine kinase inhibitor resistance,Stat3,0.037562627,Human Diseases,Drug resistance: antineoplastic
157,Il6ra_Il6st,EGFR tyrosine kinase inhibitor resistance,Raf1,0.062474642,Human Diseases,Drug resistance: antineoplastic
158,Il6ra,EGFR tyrosine kinase inhibitor resistance,Raf1,0.062474642,Human Diseases,Drug resistance: antineoplastic
159,Il6st,EGFR tyrosine kinase inhibitor resistance,Raf1,0.062474642,Human Diseases,Drug resistance: antineoplastic
160,Egfr,Endocrine resistance,Akt1,0.056242664,Human Diseases,Drug resistance: antineoplastic
161,Egfr,Endocrine resistance,Esr1,0.058252955,Human Diseases,Drug resistance: antineoplastic
162,Egfr,Endocrine resistance,Esr2,0.058252955,Human Diseases,Drug resistance: antineoplastic
163,Egfr,Endocrine resistance,Fos,0.058027476,Human Diseases,Drug resistance: antineoplastic
164,Egfr,Endocrine resistance,Jun,0.058027476,Human Diseases,Drug resistance: antineoplastic
165,Egfr,Endocrine resistance,Mapk1,0.024492236,Human Diseases,Drug resistance: antineoplastic
166,Egfr,Endocrine resistance,Mapk3,0.024492236,Human Diseases,Drug resistance: antineoplastic
167,Egfr,Endocrine resistance,Sos1,0.046823036,Human Diseases,Drug resistance: antineoplastic
168,Egfr,Endocrine resistance,Sos2,0.046823036,Human Diseases,Drug resistance: antineoplastic
169,Egfr,Endocrine resistance,Sp1,0.037209075,Human Diseases,Drug resistance: antineoplastic
170,Egfr,Endocrine resistance,Med1,0.117870226,Human Diseases,Drug resistance: antineoplastic
171,Egfr,Endocrine resistance,Mmp9,0.0034422,Human Diseases,Drug resistance: antineoplastic
172,Egfr,Endocrine resistance,Ncoa3,0.117870226,Human Diseases,Drug resistance: antineoplastic
173,Egfr,Endocrine resistance,Ncor1,0.024757506,Human Diseases,Drug resistance: antineoplastic
174,Egfr,Endocrine resistance,Raf1,0.033899289,Human Diseases,Drug resistance: antineoplastic
175,Erbb2,Endocrine resistance,Akt1,0.056242664,Human Diseases,Drug resistance: antineoplastic
176,Erbb2,Endocrine resistance,Esr1,0.058252955,Human Diseases,Drug resistance: antineoplastic
177,Erbb2,Endocrine resistance,Esr2,0.058252955,Human Diseases,Drug resistance: antineoplastic
178,Erbb2,Endocrine resistance,Fos,0.058027476,Human Diseases,Drug resistance: antineoplastic
179,Erbb2,Endocrine resistance,Jun,0.058027476,Human Diseases,Drug resistance: antineoplastic
180,Erbb2,Endocrine resistance,Mapk1,0.024492236,Human Diseases,Drug resistance: antineoplastic
181,Erbb2,Endocrine resistance,Mapk3,0.024492236,Human Diseases,Drug resistance: antineoplastic
182,Erbb2,Endocrine resistance,Sos1,0.046823036,Human Diseases,Drug resistance: antineoplastic
183,Erbb2,Endocrine resistance,Sos2,0.046823036,Human Diseases,Drug resistance: antineoplastic
184,Erbb2,Endocrine resistance,Sp1,0.037209075,Human Diseases,Drug resistance: antineoplastic
185,Erbb2,Endocrine resistance,Med1,0.117870226,Human Diseases,Drug resistance: antineoplastic
186,Erbb2,Endocrine resistance,Mmp9,0.0034422,Human Diseases,Drug resistance: antineoplastic
187,Erbb2,Endocrine resistance,Ncoa3,0.117870226,Human Diseases,Drug resistance: antineoplastic
188,Erbb2,Endocrine resistance,Ncor1,0.024757506,Human Diseases,Drug resistance: antineoplastic
189,Erbb2,Endocrine resistance,Raf1,0.033899289,Human Diseases,Drug resistance: antineoplastic
190,Igf1r,Endocrine resistance,Akt1,0.056242664,Human Diseases,Drug resistance: antineoplastic
191,Igf1r,Endocrine resistance,Esr1,0.058252955,Human Diseases,Drug resistance: antineoplastic
192,Igf1r,Endocrine resistance,Esr2,0.058252955,Human Diseases,Drug resistance: antineoplastic
193,Igf1r,Endocrine resistance,Fos,0.058027476,Human Diseases,Drug resistance: antineoplastic
194,Igf1r,Endocrine resistance,Jun,0.058027476,Human Diseases,Drug resistance: antineoplastic
195,Igf1r,Endocrine resistance,Mapk1,0.024492236,Human Diseases,Drug resistance: antineoplastic
196,Igf1r,Endocrine resistance,Mapk3,0.024492236,Human Diseases,Drug resistance: antineoplastic
197,Igf1r,Endocrine resistance,Sos1,0.046823036,Human Diseases,Drug resistance: antineoplastic
198,Igf1r,Endocrine resistance,Sos2,0.046823036,Human Diseases,Drug resistance: antineoplastic
199,Igf1r,Endocrine resistance,Sp1,0.037209075,Human Diseases,Drug resistance: antineoplastic
200,Igf1r,Endocrine resistance,Med1,0.117870226,Human Diseases,Drug resistance: antineoplastic
201,Igf1r,Endocrine resistance,Mmp9,0.0034422,Human Diseases,Drug resistance: antineoplastic
202,Igf1r,Endocrine resistance,Ncoa3,0.117870226,Human Diseases,Drug resistance: antineoplastic
203,Igf1r,Endocrine resistance,Ncor1,0.024757506,Human Diseases,Drug resistance: antineoplastic
204,Igf1r,Endocrine resistance,Raf1,0.033899289,Human Diseases,Drug resistance: antineoplastic
205,Igf2r,Endocrine resistance,Akt1,0.056242664,Human Diseases,Drug resistance: antineoplastic
206,Igf2r,Endocrine resistance,Esr1,0.058252955,Human Diseases,Drug resistance: antineoplastic
207,Igf2r,Endocrine resistance,Esr2,0.058252955,Human Diseases,Drug resistance: antineoplastic
208,Igf2r,Endocrine resistance,Fos,0.058027476,Human Diseases,Drug resistance: antineoplastic
209,Igf2r,Endocrine resistance,Jun,0.058027476,Human Diseases,Drug resistance: antineoplastic
210,Igf2r,Endocrine resistance,Mapk1,0.024492236,Human Diseases,Drug resistance: antineoplastic
211,Igf2r,Endocrine resistance,Mapk3,0.024492236,Human Diseases,Drug resistance: antineoplastic
212,Igf2r,Endocrine resistance,Sos1,0.046823036,Human Diseases,Drug resistance: antineoplastic
213,Igf2r,Endocrine resistance,Sos2,0.046823036,Human Diseases,Drug resistance: antineoplastic
214,Igf2r,Endocrine resistance,Sp1,0.037209075,Human Diseases,Drug resistance: antineoplastic
215,Igf2r,Endocrine resistance,Med1,0.117870226,Human Diseases,Drug resistance: antineoplastic
216,Igf2r,Endocrine resistance,Mmp9,0.0034422,Human Diseases,Drug resistance: antineoplastic
217,Igf2r,Endocrine resistance,Ncoa3,0.117870226,Human Diseases,Drug resistance: antineoplastic
218,Igf2r,Endocrine resistance,Ncor1,0.024757506,Human Diseases,Drug resistance: antineoplastic
219,Igf2r,Endocrine resistance,Raf1,0.033899289,Human Diseases,Drug resistance: antineoplastic
220,Esr1,Endocrine resistance,Akt1,0.004520991,Human Diseases,Drug resistance: antineoplastic
221,Esr1,Endocrine resistance,Fos,0.064391384,Human Diseases,Drug resistance: antineoplastic
222,Esr1,Endocrine resistance,Jun,0.064391384,Human Diseases,Drug resistance: antineoplastic
223,Esr1,Endocrine resistance,Mapk1,0.000987619,Human Diseases,Drug resistance: antineoplastic
224,Esr1,Endocrine resistance,Mapk3,0.000987619,Human Diseases,Drug resistance: antineoplastic
225,Esr1,Endocrine resistance,Sos1,0.001679917,Human Diseases,Drug resistance: antineoplastic
226,Esr1,Endocrine resistance,Sos2,0.001679917,Human Diseases,Drug resistance: antineoplastic
227,Esr1,Endocrine resistance,Sp1,0.063551907,Human Diseases,Drug resistance: antineoplastic
228,Esr1,Endocrine resistance,Med1,0.259293226,Human Diseases,Drug resistance: antineoplastic
229,Esr1,Endocrine resistance,Mmp9,0.00757222,Human Diseases,Drug resistance: antineoplastic
230,Esr1,Endocrine resistance,Ncoa3,0.259293226,Human Diseases,Drug resistance: antineoplastic
231,Esr1,Endocrine resistance,Ncor1,0.142089332,Human Diseases,Drug resistance: antineoplastic
232,Esr1,Endocrine resistance,Raf1,0.001366947,Human Diseases,Drug resistance: antineoplastic
233,Jag1,Endocrine resistance,Notch1,0.133611961,Human Diseases,Drug resistance: antineoplastic
234,Jag1,Endocrine resistance,Notch2,0.133611961,Human Diseases,Drug resistance: antineoplastic
235,Jag1,Endocrine resistance,Notch3,0.133611961,Human Diseases,Drug resistance: antineoplastic
236,Jag1,Endocrine resistance,Notch4,0.133611961,Human Diseases,Drug resistance: antineoplastic
237,Esr2,Endocrine resistance,Akt1,0.004520991,Human Diseases,Drug resistance: antineoplastic
238,Esr2,Endocrine resistance,Fos,0.064391384,Human Diseases,Drug resistance: antineoplastic
239,Esr2,Endocrine resistance,Jun,0.064391384,Human Diseases,Drug resistance: antineoplastic
240,Esr2,Endocrine resistance,Mapk1,0.000987619,Human Diseases,Drug resistance: antineoplastic
241,Esr2,Endocrine resistance,Mapk3,0.000987619,Human Diseases,Drug resistance: antineoplastic
